index,sessionid,tablaid,utalasid,kezdes,befejezes,tipp,tipp1,tipp2,tipp3,tipp4,tipp5,tipp6,tipp7,tipp8,tipp9,tipp10,tipp11,tipp12
165,026A641814A42CDEDDD5F351A767A2E2,79,4,2021-11-10 16:08:33.421,2021-11-10 16:08:54.157,2,tüdő,határ,,,,,,,,,,
166,ED230D3B448B6E20AB9984B9396A14FB,81,2,2021-11-10 16:08:49.818,2021-11-10 16:09:20.274,3,ügynök,függ,taxi,,,,,,,,,
167,026A641814A42CDEDDD5F351A767A2E2,42,0,2021-11-10 16:09:10.628,2021-11-10 16:09:45.101,5,könnyű,fűszer,szék,pálya,szám,,,,,,,
168,ED230D3B448B6E20AB9984B9396A14FB,38,5,2021-11-10 16:09:29.072,2021-11-10 16:10:11.643,3,béka,hajó,tüdő,,,,,,,,,
169,026A641814A42CDEDDD5F351A767A2E2,71,2,2021-11-10 16:09:53.347,2021-11-10 16:10:26.965,4,rendőr,méreg,élet,katona,,,,,,,,
170,E2A98F4FBB75977C438C8E62E03533E9,39,7,2021-11-10 16:09:53.53,2021-11-10 16:10:20.89,2,bolt,ügyvéd,,,,,,,,,,
171,E2A98F4FBB75977C438C8E62E03533E9,81,7,2021-11-10 16:10:25.926,2021-11-10 16:10:49.209,3,tanár,alak,mező,,,,,,,,,
172,ED230D3B448B6E20AB9984B9396A14FB,4,4,2021-11-10 16:10:50.628,2021-11-10 16:11:07.571,2,halál,hercegnő,,,,,,,,,,
173,591CAC676345EFF68FE693CF43A13A2B,96,6,2021-11-10 16:10:51.343,2021-11-10 16:11:54.078,6,pohár,játék,telefon,szék,atom,ruha,,,,,,
174,896B0801866A17ED016B7D4A23B73618,20,8,2021-11-10 16:10:51.452,2021-11-10 16:11:40.965,3,hullám,hajt,csillag,,,,,,,,,
175,ED230D3B448B6E20AB9984B9396A14FB,25,5,2021-11-10 16:11:12.028,2021-11-10 16:11:36.135,3,tévé,mozi,nyom,,,,,,,,,
176,896B0801866A17ED016B7D4A23B73618,8,6,2021-11-10 16:11:45.858,2021-11-10 16:12:12.967,5,száj,egyenes,papír,oszlop,torony,,,,,,,
177,855C7E25157142899DD912D31738D80A,63,3,2021-11-10 16:11:53.346,2021-11-10 16:13:51.902,6,kórház,központ,vitamin,betegség,ajtó,telefon,,,,,,
178,ED230D3B448B6E20AB9984B9396A14FB,48,6,2021-11-10 16:12:13.825,2021-11-10 16:12:58.933,6,fűszer,élet,pilóta,világos,bálna,kormány,,,,,,
179,E4BAAE8D2A5D4FF0B13267769F1DB080,53,6,2021-11-10 16:12:26.927,2021-11-10 16:17:25.587,3,bíró,puska,szakít,,,,,,,,,
180,ED230D3B448B6E20AB9984B9396A14FB,58,6,2021-11-10 16:13:38.933,2021-11-10 16:14:09.632,4,műanyag,tévé,gumi,tető,,,,,,,,
181,ED230D3B448B6E20AB9984B9396A14FB,3,1,2021-11-10 16:14:13.233,2021-11-10 16:14:47.359,2,templom,harang,,,,,,,,,,
182,42DB1A734832A0A5C0372E7F4B0A11EB,40,5,2021-11-10 16:14:16.34,2021-11-10 16:15:31.117,3,mező,udvar,tavasz,,,,,,,,,
183,855C7E25157142899DD912D31738D80A,73,8,2021-11-10 16:14:35.919,2021-11-10 16:15:00.629,3,szakács,jogász,nővér,,,,,,,,,
184,ED230D3B448B6E20AB9984B9396A14FB,61,6,2021-11-10 16:15:12.11,2021-11-10 16:15:30.96,4,pénz,kártya,gomb,gyűrű,,,,,,,,
185,42DB1A734832A0A5C0372E7F4B0A11EB,92,2,2021-11-10 16:15:33.948,2021-11-10 16:16:19.342,3,bank,forrás,óriás,,,,,,,,,
186,ED230D3B448B6E20AB9984B9396A14FB,53,8,2021-11-10 16:15:35.716,2021-11-10 16:16:02.297,3,koncert,motor,puska,,,,,,,,,
187,ED230D3B448B6E20AB9984B9396A14FB,83,8,2021-11-10 16:16:07.059,2021-11-10 16:16:21.384,3,háború,tánc,szellem,,,,,,,,,
188,ED230D3B448B6E20AB9984B9396A14FB,65,8,2021-11-10 16:16:26.202,2021-11-10 16:16:46.361,3,édes,csokoládé,asztal,,,,,,,,,
189,42DB1A734832A0A5C0372E7F4B0A11EB,86,7,2021-11-10 16:16:27.804,2021-11-10 16:16:58.87,2,háború,bálna,,,,,,,,,,
190,ED230D3B448B6E20AB9984B9396A14FB,52,1,2021-11-10 16:16:52.721,2021-11-10 16:17:01.755,2,part,forrás,,,,,,,,,,
191,E4BAAE8D2A5D4FF0B13267769F1DB080,68,1,2021-11-10 16:17:30.712,2021-11-10 16:17:52.913,2,repül,kréta,,,,,,,,,,
192,8FD4B5547B5036AB2D0ED5FF41963AA2,63,3,2021-11-10 16:17:32.962,2021-11-10 16:18:52.514,6,kréta,anyag,kórház,központ,betegség,háború,,,,,,
193,8FD4B5547B5036AB2D0ED5FF41963AA2,62,2,2021-11-10 16:19:01.047,2021-11-10 16:19:26.701,3,tanár,kenyér,csiga,,,,,,,,,
194,C13EED39E0E734732D43C8F7848725D8,13,4,2021-11-10 16:19:35.376,2021-11-10 16:19:44.942,2,tábla,levél,,,,,,,,,,
195,ED230D3B448B6E20AB9984B9396A14FB,80,4,2021-11-10 16:19:41.052,2021-11-10 16:19:57.76,2,nyúl,virág,,,,,,,,,,
196,ED230D3B448B6E20AB9984B9396A14FB,8,3,2021-11-10 16:20:01.888,2021-11-10 16:20:19.986,5,kórház,csatorna,iskola,oszlop,torony,,,,,,,
197,ED230D3B448B6E20AB9984B9396A14FB,16,4,2021-11-10 16:20:23.728,2021-11-10 16:20:29.96,2,iskola,ügyvéd,,,,,,,,,,
198,ED230D3B448B6E20AB9984B9396A14FB,9,8,2021-11-10 16:20:34.043,2021-11-10 16:20:47.426,3,boszorkány,idegen,követ,,,,,,,,,
199,1222E29144022AEC4FB20C8E181DEA3C,97,6,2021-11-10 16:20:46.256,2021-11-10 16:21:48.904,5,haza,csempész,kalóz,csatorna,térkép,,,,,,,
200,ED230D3B448B6E20AB9984B9396A14FB,40,1,2021-11-10 16:21:05.258,2021-11-10 16:21:26.231,2,kulcs,szakács,,,,,,,,,,
201,D543ED5191B4CC0758A56C252A0FD357,37,8,2021-11-10 16:21:26.433,2021-11-10 16:22:23.405,3,körte,élet,másol,,,,,,,,,
202,ED230D3B448B6E20AB9984B9396A14FB,37,7,2021-11-10 16:21:28.014,2021-11-10 16:22:07.315,2,követ,ügyvéd,,,,,,,,,,
203,1222E29144022AEC4FB20C8E181DEA3C,25,0,2021-11-10 16:21:55.09,2021-11-10 16:22:51.068,5,banán,jogász,papír,kereszt,tanár,,,,,,,
204,ED230D3B448B6E20AB9984B9396A14FB,99,7,2021-11-10 16:22:09.052,2021-11-10 16:22:20.09,2,magyar,baba,,,,,,,,,,
205,ED230D3B448B6E20AB9984B9396A14FB,60,4,2021-11-10 16:22:23.455,2021-11-10 16:22:39.289,2,hold,torony,,,,,,,,,,
206,D543ED5191B4CC0758A56C252A0FD357,93,3,2021-11-10 16:22:35.179,2021-11-10 16:23:02.561,5,kalóz,ruha,király,tolvaj,háború,,,,,,,
207,ED230D3B448B6E20AB9984B9396A14FB,11,2,2021-11-10 16:22:41.055,2021-11-10 16:22:53.461,3,benzin,homok,csatorna,,,,,,,,,
208,ED230D3B448B6E20AB9984B9396A14FB,10,3,2021-11-10 16:22:54.215,2021-11-10 16:23:09.307,6,medve,szél,part,zöld,meleg,árnyék,,,,,,
209,ED230D3B448B6E20AB9984B9396A14FB,72,8,2021-11-10 16:23:13.209,2021-11-10 16:23:28.22,3,távolság,hullám,színház,,,,,,,,,
210,ED230D3B448B6E20AB9984B9396A14FB,13,1,2021-11-10 16:23:57.491,2021-11-10 16:24:13.721,2,atom,szén,,,,,,,,,,
211,ED230D3B448B6E20AB9984B9396A14FB,89,0,2021-11-10 16:24:17.153,2021-11-10 16:25:01.516,5,kormány,elem,pálya,opera,piramis,,,,,,,
212,ED230D3B448B6E20AB9984B9396A14FB,70,0,2021-11-10 16:25:02.962,2021-11-10 16:25:17.053,5,szakács,pilóta,hatalom,élet,olaj,,,,,,,
213,0218DEDED09FA38426AD28A89C4A548E,73,8,2021-11-10 16:33:44.981,2021-11-10 16:33:52.456,3,kaszinó,bolt,forma,,,,,,,,,
214,0218DEDED09FA38426AD28A89C4A548E,28,7,2021-11-10 16:33:55.888,2021-11-10 16:34:01.516,2,kard,tanár,,,,,,,,,,
215,0218DEDED09FA38426AD28A89C4A548E,71,0,2021-11-10 16:34:48.077,2021-11-10 16:35:23.253,5,szakasz,katona,mező,királynő,műhold,,,,,,,
216,896B0801866A17ED016B7D4A23B73618,81,7,2021-11-10 16:35:02.975,2021-11-10 16:35:56.5,2,forma,keret,,,,,,,,,,
217,7EB831098C7960761CF7F4F7F86D55BE,80,5,2021-11-10 16:36:57.186,2021-11-10 16:37:43.599,3,természet,tavasz,nyúl,,,,,,,,,
218,C769836C69175A3C3098709D04F219C5,13,6,2021-11-10 16:37:23.445,2021-11-10 16:38:13.419,5,csempész,természet,szikra,helikopter,nővér,,,,,,,
219,7EB831098C7960761CF7F4F7F86D55BE,16,7,2021-11-10 16:37:55.076,2021-11-10 16:38:41.874,2,sötét,kulcs,,,,,,,,,,
220,C769836C69175A3C3098709D04F219C5,69,6,2021-11-10 16:38:21.233,2021-11-10 16:39:11.58,6,asztal,tégla,oszlop,park,bolt,szarv,,,,,,
221,7EB831098C7960761CF7F4F7F86D55BE,5,2,2021-11-10 16:38:53.995,2021-11-10 16:39:47.479,3,barát,jogász,ügynök,,,,,,,,,
222,C769836C69175A3C3098709D04F219C5,65,2,2021-11-10 16:39:17.028,2021-11-10 16:39:42.267,3,gomb,csokoládé,udvar,,,,,,,,,
223,C769836C69175A3C3098709D04F219C5,39,1,2021-11-10 16:39:49.684,2021-11-10 16:40:05.567,2,lovag,háború,,,,,,,,,,
224,7EB831098C7960761CF7F4F7F86D55BE,82,2,2021-11-10 16:39:50.441,2021-11-10 16:41:45.703,3,térkép,tévé,forma,,,,,,,,,
225,C769836C69175A3C3098709D04F219C5,51,4,2021-11-10 16:40:10.777,2021-11-10 16:40:27.287,2,lámpa,világos,,,,,,,,,,
226,C769836C69175A3C3098709D04F219C5,67,4,2021-11-10 16:40:30.729,2021-11-10 16:40:56.227,3,anyag,vitamin,elem,,,,,,,,,
227,C769836C69175A3C3098709D04F219C5,40,4,2021-11-10 16:41:02.686,2021-11-10 16:41:47.57,3,kulcs,nyit,alak,,,,,,,,,
228,1660255C5FB1A2C1790BCE0939335FAB,30,2,2021-11-10 16:58:33.149,2021-11-10 16:59:16.689,3,szellem,cirkusz,mese,,,,,,,,,
229,1660255C5FB1A2C1790BCE0939335FAB,82,7,2021-11-10 16:59:21.2,2021-11-10 16:59:44.84,2,katona,haza,,,,,,,,,,
230,1660255C5FB1A2C1790BCE0939335FAB,98,7,2021-11-10 16:59:47.993,2021-11-10 17:00:16.85,2,haza,kórház,,,,,,,,,,
231,1660255C5FB1A2C1790BCE0939335FAB,10,7,2021-11-10 17:00:22.547,2021-11-10 17:00:33.511,2,csavar,tévé,,,,,,,,,,
232,1660255C5FB1A2C1790BCE0939335FAB,39,5,2021-11-10 17:00:35.86,2021-11-10 17:00:47.297,3,haza,háború,hercegnő,,,,,,,,,
233,1660255C5FB1A2C1790BCE0939335FAB,55,3,2021-11-10 17:00:49.39,2021-11-10 17:01:09.489,6,lámpa,bolt,csiga,katona,ügynök,láda,,,,,,
234,1660255C5FB1A2C1790BCE0939335FAB,89,3,2021-11-10 17:01:12.184,2021-11-10 17:01:25.41,5,lovag,kormány,kard,kereszt,levél,,,,,,,
235,1660255C5FB1A2C1790BCE0939335FAB,16,0,2021-11-10 17:01:27.332,2021-11-10 17:01:41.995,4,iskola,kulcs,ügynök,rendőr,,,,,,,,
236,1660255C5FB1A2C1790BCE0939335FAB,73,5,2021-11-10 17:01:44.221,2021-11-10 17:01:58.006,4,cápa,gyűrű,szín,kaszinó,,,,,,,,
237,1660255C5FB1A2C1790BCE0939335FAB,24,2,2021-11-10 17:02:18.407,2021-11-10 17:02:28.545,4,szoknya,ordít,méreg,nehéz,,,,,,,,
238,1660255C5FB1A2C1790BCE0939335FAB,46,3,2021-11-10 17:02:31.156,2021-11-10 17:02:46.349,6,torta,féreg,szemét,orvos,forrás,hajt,,,,,,
239,1660255C5FB1A2C1790BCE0939335FAB,49,8,2021-11-10 17:02:48.085,2021-11-10 17:02:58.959,4,orvos,pilóta,iskola,ügyvéd,,,,,,,,
240,1660255C5FB1A2C1790BCE0939335FAB,63,6,2021-11-10 17:03:01.645,2021-11-10 17:03:16.523,5,királynő,tiszta,figura,négyzet,ajtó,,,,,,,
241,1660255C5FB1A2C1790BCE0939335FAB,80,1,2021-11-10 17:03:18.769,2021-11-10 17:03:26.204,2,angyal,szellem,,,,,,,,,,
242,1660255C5FB1A2C1790BCE0939335FAB,57,4,2021-11-10 17:03:27.638,2021-11-10 17:03:44.612,2,anyag,olaj,,,,,,,,,,
243,1660255C5FB1A2C1790BCE0939335FAB,18,2,2021-11-10 17:03:45.879,2021-11-10 17:03:59.669,4,szakács,levegő,hideg,kemény,,,,,,,,
244,1660255C5FB1A2C1790BCE0939335FAB,48,0,2021-11-10 17:04:01.848,2021-11-10 17:04:20.397,7,pálya,cipő,csizma,stadion,élet,nyit,tüske,,,,,
245,1660255C5FB1A2C1790BCE0939335FAB,86,7,2021-11-10 17:04:22.477,2021-11-10 17:04:34.83,3,toll,forma,háború,,,,,,,,,
246,1660255C5FB1A2C1790BCE0939335FAB,14,1,2021-11-10 17:04:36.235,2021-11-10 17:04:46.508,3,figura,kölyök,pálya,,,,,,,,,
247,CC2CB2F71AD6B07C60FF8B97D4630F77,80,6,2021-11-10 17:04:55.303,2021-11-10 17:05:52.193,6,pénz,virág,majom,nyúl,alma,angyal,,,,,,
248,77E01716D77D5FCFA60F632F6AC4F5ED,62,5,2021-11-10 17:07:27.869,2021-11-10 17:07:42.25,3,szellem,bomba,rózsa,,,,,,,,,
249,77E01716D77D5FCFA60F632F6AC4F5ED,69,7,2021-11-10 17:07:45.618,2021-11-10 17:07:58.084,2,tánc,pilóta,,,,,,,,,,
250,837F6F398BCAFC2F56EC202003443B8C,29,4,2021-11-10 17:28:27.851,2021-11-10 17:29:23.095,2,csokoládé,amazon,,,,,,,,,,
251,837F6F398BCAFC2F56EC202003443B8C,50,5,2021-11-10 17:29:27.894,2021-11-10 17:29:49.316,3,bíró,kölyök,hajt,,,,,,,,,
252,837F6F398BCAFC2F56EC202003443B8C,44,4,2021-11-10 17:29:55.147,2021-11-10 17:30:17.846,2,halál,kereszt,,,,,,,,,,
253,ADC0B8273AAB1D1B7A3F43E4E591813C,14,4,2021-11-10 17:37:22.268,2021-11-10 17:38:17.593,2,sárkány,figura,,,,,,,,,,
254,ADC0B8273AAB1D1B7A3F43E4E591813C,20,3,2021-11-10 17:38:21.674,2021-11-10 17:40:06.184,7,görög,képernyő,hajt,tüdő,jegy,hullám,műanyag,,,,,
255,ADC0B8273AAB1D1B7A3F43E4E591813C,26,5,2021-11-10 17:40:12.195,2021-11-10 17:40:34.51,3,harang,kocka,szív,,,,,,,,,
256,ADC0B8273AAB1D1B7A3F43E4E591813C,82,1,2021-11-10 17:40:42.339,2021-11-10 17:40:56.888,2,szél,éjszaka,,,,,,,,,,
257,ADC0B8273AAB1D1B7A3F43E4E591813C,45,1,2021-11-10 17:40:59.452,2021-11-10 17:41:19.089,2,vonal,szakasz,,,,,,,,,,
258,5B3B244A1A0A6D1FAF7E2BC60A7B3BD5,93,7,2021-11-10 17:54:35.433,2021-11-10 17:54:58.735,2,szél,taxi,,,,,,,,,,
259,5B3B244A1A0A6D1FAF7E2BC60A7B3BD5,63,1,2021-11-10 17:55:02.095,2021-11-10 17:55:19.982,2,telefon,anyag,,,,,,,,,,
260,5B3B244A1A0A6D1FAF7E2BC60A7B3BD5,97,4,2021-11-10 17:55:25.547,2021-11-10 17:55:30.794,2,anyag,forrás,,,,,,,,,,
261,5B3B244A1A0A6D1FAF7E2BC60A7B3BD5,89,7,2021-11-10 17:55:37.217,2021-11-10 17:55:49.211,2,stadion,pálya,,,,,,,,,,
262,12F09470CEFB9856E03A6B4D2124C12D,50,8,2021-11-10 17:56:57.765,2021-11-10 17:58:00.667,4,élet,fűszer,volt,kenyér,,,,,,,,
263,12F09470CEFB9856E03A6B4D2124C12D,2,8,2021-11-10 17:58:09.272,2021-11-10 17:58:50.881,3,világos,fekete,kenyér,,,,,,,,,
264,12F09470CEFB9856E03A6B4D2124C12D,71,4,2021-11-10 17:58:57.788,2021-11-10 17:59:20.453,4,műhold,élet,rendőr,katona,,,,,,,,
265,12F09470CEFB9856E03A6B4D2124C12D,68,1,2021-11-10 17:59:28.728,2021-11-10 18:00:07.003,2,motor,játék,,,,,,,,,,
266,12F09470CEFB9856E03A6B4D2124C12D,54,2,2021-11-10 18:00:47.679,2021-11-10 18:01:04.729,3,leves,koporsó,tető,,,,,,,,,
267,12F09470CEFB9856E03A6B4D2124C12D,13,5,2021-11-10 18:01:09.325,2021-11-10 18:01:43.928,3,nyom,atom,szikra,,,,,,,,,
268,12F09470CEFB9856E03A6B4D2124C12D,27,0,2021-11-10 18:01:48.3,2021-11-10 18:02:40.843,4,egészség,betegség,szék,tévé,,,,,,,,
269,6064DE02A8C5CC06014F2223329A8810,6,3,2021-11-10 18:04:56.838,2021-11-10 18:06:08.739,6,torta,csap,csavar,bánya,egyenes,háló,,,,,,
270,41235B3C71AB0BC0E7804A09D4208CDF,34,1,2021-11-10 18:07:12.475,2021-11-10 18:07:44.152,2,tüdő,asztal,,,,,,,,,,
271,3A6F8A7B079B6FB165264840367A1012,30,1,2021-11-10 18:17:31.129,2021-11-10 18:17:55.276,2,cirkusz,mese,,,,,,,,,,
272,D8A34F3E27F7CB54CE88BB29B452D988,67,4,2021-11-10 18:31:49.839,2021-11-10 18:32:15.124,3,anyag,kórház,angyal,,,,,,,,,
273,D8A34F3E27F7CB54CE88BB29B452D988,2,7,2021-11-10 18:32:17.473,2021-11-10 18:32:36.675,2,háború,levél,,,,,,,,,,
274,D8A34F3E27F7CB54CE88BB29B452D988,57,4,2021-11-10 18:32:39.407,2021-11-10 18:33:21.615,2,mozi,szakasz,,,,,,,,,,
275,393558DE7479919F956E7949EF2FA000,17,7,2021-11-10 20:18:24.646,2021-11-10 20:18:46.981,2,szél,élet,,,,,,,,,,
276,393558DE7479919F956E7949EF2FA000,82,0,2021-11-10 20:19:28.974,2021-11-10 20:20:06.527,4,tévé,játék,haza,térkép,,,,,,,,
277,393558DE7479919F956E7949EF2FA000,76,6,2021-11-10 20:20:20.008,2021-11-10 20:20:46.564,4,ügyvéd,magyar,hatalom,követ,,,,,,,,
278,393558DE7479919F956E7949EF2FA000,37,0,2021-11-10 20:21:06.688,2021-11-10 20:21:44.7,4,lélek,harang,zebra,szem,,,,,,,,
279,393558DE7479919F956E7949EF2FA000,41,3,2021-11-10 20:21:49.698,2021-11-10 20:22:10.476,6,forrás,tudós,törpe,bolt,csatorna,koporsó,,,,,,
280,D442ABA7A852660D6A5115D3B66495F3,98,0,2021-11-10 20:30:08.899,2021-11-10 20:33:06.522,5,gitár,zseni,cirkusz,forrás,kritikus,,,,,,,
281,60DE790702B571FDCED687474000CA9A,86,4,2021-11-10 20:30:50.583,2021-11-10 20:31:14.11,2,toll,fekete,,,,,,,,,,
282,60DE790702B571FDCED687474000CA9A,81,5,2021-11-10 20:31:22.706,2021-11-10 20:32:12.22,3,taxi,autó,pálya,,,,,,,,,
283,60DE790702B571FDCED687474000CA9A,26,4,2021-11-10 20:32:50.689,2021-11-10 20:33:05.246,2,harang,csavar,,,,,,,,,,
284,60DE790702B571FDCED687474000CA9A,42,4,2021-11-10 20:33:09.331,2021-11-10 20:33:31.32,2,kölyök,szám,,,,,,,,,,
285,D442ABA7A852660D6A5115D3B66495F3,99,7,2021-11-10 20:33:13.096,2021-11-10 20:34:00.39,2,édes,tojás,,,,,,,,,,
286,60DE790702B571FDCED687474000CA9A,60,2,2021-11-10 20:33:33.605,2021-11-10 20:34:05.92,3,banán,hold,szerencse,,,,,,,,,
287,D442ABA7A852660D6A5115D3B66495F3,1,2,2021-11-10 20:34:02.671,2021-11-10 20:34:29.354,3,tábla,képernyő,ügyvéd,,,,,,,,,
288,D442ABA7A852660D6A5115D3B66495F3,49,1,2021-11-10 20:34:32.565,2021-11-10 20:35:10.092,2,part,árnyék,,,,,,,,,,
289,D442ABA7A852660D6A5115D3B66495F3,94,2,2021-11-10 20:35:14.695,2021-11-10 20:35:44.912,3,medve,mozi,lyuk,,,,,,,,,
290,D442ABA7A852660D6A5115D3B66495F3,47,5,2021-11-10 20:35:47.565,2021-11-10 20:37:28.52,3,pilóta,bomba,lámpa,,,,,,,,,
291,D442ABA7A852660D6A5115D3B66495F3,36,1,2021-11-10 20:37:31.297,2021-11-10 20:37:48.946,2,ügynök,kormány,,,,,,,,,,
292,D442ABA7A852660D6A5115D3B66495F3,34,0,2021-11-10 20:37:52.254,2021-11-10 20:38:33.542,5,kard,pisztoly,pálya,hajt,határ,,,,,,,
293,D442ABA7A852660D6A5115D3B66495F3,37,3,2021-11-10 20:38:35.914,2021-11-10 20:38:56.862,4,fekete,szív,szem,lélek,,,,,,,,
294,D442ABA7A852660D6A5115D3B66495F3,57,2,2021-11-10 20:39:02.987,2021-11-10 20:39:29.768,3,ügynök,alma,kutya,,,,,,,,,
295,D442ABA7A852660D6A5115D3B66495F3,59,5,2021-11-10 20:39:46.385,2021-11-10 20:40:26.118,3,repül,tanár,elem,,,,,,,,,
296,D442ABA7A852660D6A5115D3B66495F3,61,7,2021-11-10 20:40:28.115,2021-11-10 20:40:45.071,2,kártya,gomb,,,,,,,,,,
297,D442ABA7A852660D6A5115D3B66495F3,72,4,2021-11-10 20:40:46.963,2021-11-10 20:41:10.221,4,kereszt,puska,kormány,kutya,,,,,,,,
298,F7DA46FCB1C83CD38A427783817E9C92,29,3,2021-11-10 21:02:32.78,2021-11-10 21:03:33.99,6,alak,kerek,királynő,virág,tojás,csokoládé,,,,,,
299,F7DA46FCB1C83CD38A427783817E9C92,35,0,2021-11-10 21:03:34.848,2021-11-10 21:04:04.78,6,tudós,csillag,amazon,szem,forma,vezet,,,,,,
300,F7DA46FCB1C83CD38A427783817E9C92,11,6,2021-11-10 21:04:28.512,2021-11-10 21:05:11.673,6,benzin,csatorna,homok,bomba,édes,csavar,,,,,,
301,F7DA46FCB1C83CD38A427783817E9C92,86,2,2021-11-10 21:06:19.927,2021-11-10 21:06:56.926,4,háború,pisztoly,bánya,arany,,,,,,,,
302,F7DA46FCB1C83CD38A427783817E9C92,94,4,2021-11-10 21:07:03.248,2021-11-10 21:07:23.235,2,láng,meleg,,,,,,,,,,
303,5038BE81E5358C4C93A1CEC121A603DA,50,7,2021-11-10 21:28:14.421,2021-11-10 21:28:39.841,2,autó,pilóta,,,,,,,,,,
304,5038BE81E5358C4C93A1CEC121A603DA,78,8,2021-11-10 21:28:44.811,2021-11-10 21:29:22.682,3,sajt,méreg,tavasz,,,,,,,,,
305,1068798893D3629FDB84C7297DA32C5C,48,3,2021-11-10 21:30:39.693,2021-11-10 21:31:47.27,7,autó,cipő,fűszer,kutya,élet,pálya,másol,,,,,
306,1068798893D3629FDB84C7297DA32C5C,45,5,2021-11-10 21:31:55.496,2021-11-10 21:32:39.43,3,vonal,éjszaka,hajó,,,,,,,,,
307,1068798893D3629FDB84C7297DA32C5C,43,5,2021-11-10 21:32:44.562,2021-11-10 21:33:03.584,3,központ,iskola,templom,,,,,,,,,
308,1068798893D3629FDB84C7297DA32C5C,93,7,2021-11-10 21:33:09.627,2021-11-10 21:33:56.487,2,tolvaj,motor,,,,,,,,,,
309,1068798893D3629FDB84C7297DA32C5C,90,8,2021-11-10 21:33:59.521,2021-11-10 21:34:31.197,3,figura,vezet,amazon,,,,,,,,,
310,1068798893D3629FDB84C7297DA32C5C,49,1,2021-11-10 21:34:36.674,2021-11-10 21:34:51.57,2,part,árnyék,,,,,,,,,,
311,1068798893D3629FDB84C7297DA32C5C,96,4,2021-11-10 21:34:54.481,2021-11-10 21:35:23.798,2,szoknya,ruha,,,,,,,,,,
312,AB5F5B2465A0E771FC8010F82D8750F4,2,1,2021-11-10 22:15:56.403,2021-11-10 22:16:21.338,2,háló,fedél,,,,,,,,,,
313,AB5F5B2465A0E771FC8010F82D8750F4,31,0,2021-11-10 22:16:36.336,2021-11-10 22:17:34.565,4,denevér,szél,sötét,árnyék,,,,,,,,
314,AB5F5B2465A0E771FC8010F82D8750F4,45,1,2021-11-10 22:17:40.288,2021-11-10 22:17:55.419,2,vonal,szakasz,,,,,,,,,,
315,AB5F5B2465A0E771FC8010F82D8750F4,68,8,2021-11-10 22:17:58.561,2021-11-10 22:18:23.113,3,meleg,kréta,tüdő,,,,,,,,,
316,AB5F5B2465A0E771FC8010F82D8750F4,81,1,2021-11-10 22:18:26.89,2021-11-10 22:18:47.236,2,színház,templom,,,,,,,,,,
317,AB5F5B2465A0E771FC8010F82D8750F4,47,4,2021-11-10 22:18:49.457,2021-11-10 22:19:18.738,2,egészség,pilóta,,,,,,,,,,
318,AB5F5B2465A0E771FC8010F82D8750F4,58,2,2021-11-10 22:19:57.347,2021-11-10 22:20:17.031,3,gyöngy,kereszt,élet,,,,,,,,,
319,AB5F5B2465A0E771FC8010F82D8750F4,4,6,2021-11-10 22:20:22.181,2021-11-10 22:20:55.612,4,hold,pisztoly,cipő,hercegnő,,,,,,,,
320,AB5F5B2465A0E771FC8010F82D8750F4,97,3,2021-11-10 22:20:59.281,2021-11-10 22:21:25.341,5,angyal,csempész,iskola,határ,forrás,,,,,,,
321,AB5F5B2465A0E771FC8010F82D8750F4,14,5,2021-11-10 22:21:57.629,2021-11-10 22:22:18.013,3,sárkány,tiszta,élet,,,,,,,,,
322,AB5F5B2465A0E771FC8010F82D8750F4,60,1,2021-11-10 22:22:20.043,2021-11-10 22:22:37.678,2,park,keret,,,,,,,,,,
323,AB5F5B2465A0E771FC8010F82D8750F4,3,1,2021-11-10 22:22:39.854,2021-11-10 22:22:53.696,2,harang,templom,,,,,,,,,,
324,AB5F5B2465A0E771FC8010F82D8750F4,51,2,2021-11-10 22:22:55.482,2021-11-10 22:23:14.497,3,gazda,távolság,part,,,,,,,,,
325,AB5F5B2465A0E771FC8010F82D8750F4,44,4,2021-11-10 22:23:44.248,2021-11-10 22:23:56.88,2,kereszt,halál,,,,,,,,,,
326,AB5F5B2465A0E771FC8010F82D8750F4,32,1,2021-11-10 22:23:58.337,2021-11-10 22:24:11.19,2,láng,templom,,,,,,,,,,
327,AB5F5B2465A0E771FC8010F82D8750F4,37,6,2021-11-10 22:24:12.858,2021-11-10 22:24:32.519,4,bánya,szív,nyit,szem,,,,,,,,
328,AB5F5B2465A0E771FC8010F82D8750F4,52,1,2021-11-10 22:24:35.197,2021-11-10 22:24:52.299,4,daru,udvar,part,hajt,,,,,,,,
329,AB5F5B2465A0E771FC8010F82D8750F4,86,3,2021-11-10 22:25:06.459,2021-11-10 22:25:40.811,6,háború,pisztoly,bánya,fekete,bálna,volt,,,,,,
330,AB5F5B2465A0E771FC8010F82D8750F4,61,3,2021-11-10 22:25:43.403,2021-11-10 22:26:04.86,6,pénz,kard,gyűrű,barát,szarv,hullám,,,,,,
331,AB5F5B2465A0E771FC8010F82D8750F4,56,4,2021-11-10 22:26:06.887,2021-11-10 22:26:23.517,3,pénz,szám,kesztyű,,,,,,,,,
332,AB5F5B2465A0E771FC8010F82D8750F4,38,8,2021-11-10 22:26:25.47,2021-11-10 22:26:51.961,4,szív,csiga,béka,labda,,,,,,,,
