sessionid,tablaid,utalasid,kezdes,befejezes,tipp,tipp1,tipp2,tipp3,tipp4,tipp5,tipp6,tipp7,tipp8,tipp9,tipp10,tipp11,tipp12
AB484BD10E9D5D5428B90915DD4D7DD0,42,9,2022-02-21 13:43:55.454,2022-02-21 13:44:25.247,3,stadion,kormány,forrás,,,,,,,,,
AB484BD10E9D5D5428B90915DD4D7DD0,22,6,2022-02-21 13:44:27.563,2022-02-21 13:44:46.716,3,sötét,betegség,képernyő,,,,,,,,,
B31F03F5950619717343A2AE18C0CE8E,92,2,2022-02-21 13:58:39.93,2022-02-21 13:59:39.394,3,szoknya,nyúl,zöld,,,,,,,,,
B31F03F5950619717343A2AE18C0CE8E,60,10,2022-02-21 13:59:45.308,2022-02-21 14:00:12.364,2,leves,szám,,,,,,,,,,
B31F03F5950619717343A2AE18C0CE8E,44,10,2022-02-21 14:00:16.67,2022-02-21 14:01:11.398,3,király,lélek,nadrág,,,,,,,,,
B31F03F5950619717343A2AE18C0CE8E,46,8,2022-02-21 14:01:17.549,2022-02-21 14:02:08.83,3,hideg,szél,teherautó,,,,,,,,,
B31F03F5950619717343A2AE18C0CE8E,9,5,2022-02-21 14:02:13.132,2022-02-21 14:03:33.371,3,nyit,labda,villa,,,,,,,,,
B31F03F5950619717343A2AE18C0CE8E,90,10,2022-02-21 14:03:33.878,2022-02-21 14:04:09.692,4,birka,nyúl,egér,kesztyű,,,,,,,,
B31F03F5950619717343A2AE18C0CE8E,45,10,2022-02-21 14:04:14.232,2022-02-21 14:04:30.104,2,asztal,csirke,,,,,,,,,,
5FE2A3EB7AE0223210B07C8B19B533D8,59,8,2022-02-21 14:38:59.865,2022-02-21 14:39:33.748,5,kaszinó,éjszaka,levegő,szellem,stadion,,,,,,,
5FE2A3EB7AE0223210B07C8B19B533D8,58,1,2022-02-21 14:39:38.209,2022-02-21 14:39:57.323,2,kártya,óriás,,,,,,,,,,
A09599242039F105C0AE7E8DEBA19DC1,12,1,2022-02-21 15:36:44.513,2022-02-21 15:37:07.452,3,helikopter,sivatag,kesztyű,,,,,,,,,
A1EAD0DCA23E9AC00D4F3EA2775A9149,96,10,2022-02-21 15:41:52.985,2022-02-21 15:42:09.477,2,narancs,tüdő,,,,,,,,,,
A1EAD0DCA23E9AC00D4F3EA2775A9149,0,8,2022-02-21 15:42:15.41,2022-02-21 15:42:44.189,3,béka,oszlop,másol,,,,,,,,,
A1EAD0DCA23E9AC00D4F3EA2775A9149,58,10,2022-02-21 15:42:48.293,2022-02-21 15:43:02.473,3,benzin,motor,gyémánt,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,65,2,2022-02-21 16:59:35.656,2022-02-21 16:59:44.613,2,kocka,keret,,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,91,4,2022-02-21 16:59:46.36,2022-02-21 16:59:55.932,3,távolság,hajó,torony,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,84,12,2022-02-21 16:59:57.734,2022-02-21 17:00:08.125,3,pisztoly,szellem,király,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,3,6,2022-02-21 17:00:09.777,2022-02-21 17:00:20.204,4,banán,narancs,gyökér,édes,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,18,18,2022-02-21 17:00:21.869,2022-02-21 17:00:33.048,4,álom,haza,játék,szív,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,14,5,2022-02-21 17:00:39.967,2022-02-21 17:00:48.734,4,templom,halál,angyal,lélek,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,70,6,2022-02-21 17:00:49.798,2022-02-21 17:00:58.79,4,kaszinó,gazda,háború,haza,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,57,0,2022-02-21 17:01:01.041,2022-02-21 17:01:09.345,4,puska,katona,királynő,szellem,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,45,5,2022-02-21 17:01:11.417,2022-02-21 17:01:20.468,3,kerek,asztal,kemény,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,44,9,2022-02-21 17:01:26.866,2022-02-21 17:01:38.898,2,király,iskola,,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,78,6,2022-02-21 17:01:41.104,2022-02-21 17:02:01.455,3,kalóz,rendőr,boszorkány,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,88,3,2022-02-21 17:02:02.613,2022-02-21 17:02:10.427,4,árnyék,sötét,élet,betegség,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,83,1,2022-02-21 17:02:11.884,2022-02-21 17:02:23.178,3,vitamin,forrás,méreg,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,36,3,2022-02-21 17:02:24.859,2022-02-21 17:02:33.301,3,gitár,koncert,levegő,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,31,4,2022-02-21 17:02:35.483,2022-02-21 17:02:45.039,5,boszorkány,tanár,tudós,szám,alak,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,17,6,2022-02-21 17:02:46.892,2022-02-21 17:02:56.024,3,gyémánt,forrás,követ,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,47,9,2022-02-21 17:02:57.799,2022-02-21 17:03:07.871,2,macska,kenyér,,,,,,,,,,
EAE0A63066D1EFDBFA7A13DBEA8D405F,56,0,2022-02-21 17:03:09.212,2022-02-21 17:03:17.777,3,indián,természet,egészség,,,,,,,,,
146AF527E96A16971CB1C033CA22C3D8,89,11,2022-02-21 19:56:43.818,2022-02-21 19:56:55.314,2,koncert,tavasz,,,,,,,,,,
D83F3638563C5CC3D83AFA4558CF725E,89,10,2022-02-21 20:02:08.712,2022-02-21 20:02:42.887,4,szellem,kesztyű,szarv,felhő,,,,,,,,
D83F3638563C5CC3D83AFA4558CF725E,56,5,2022-02-21 20:03:32.39,2022-02-21 20:03:51.988,2,arany,föld,,,,,,,,,,
D83F3638563C5CC3D83AFA4558CF725E,23,2,2022-02-21 20:04:01.064,2022-02-21 20:04:38.466,4,gitár,opera,szürke,természet,,,,,,,,
36B835BDA3527D366B90AA132C43921D,96,8,2022-02-21 20:39:16.316,2022-02-21 20:40:03.643,2,távolság,lyuk,,,,,,,,,,
36B835BDA3527D366B90AA132C43921D,57,0,2022-02-21 20:40:09.35,2022-02-21 20:40:40.954,3,katona,királynő,puska,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,56,4,2022-02-21 20:56:24.384,2022-02-21 20:56:58.904,3,opera,jegy,arany,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,10,4,2022-02-21 20:57:02.584,2022-02-21 20:57:17.176,2,tanár,zseni,,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,25,8,2022-02-21 20:57:21.244,2022-02-21 20:57:47.643,3,gerinc,tüdő,ordít,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,78,17,2022-02-21 20:57:51.952,2022-02-21 20:58:24.378,3,görög,kalóz,gyűrű,,,,,,,,,
99FEFB12F4908D3B2F009B585EF26324,76,8,2022-02-21 20:59:08.015,2022-02-21 20:59:20.225,2,hold,gyűrű,,,,,,,,,,
99FEFB12F4908D3B2F009B585EF26324,99,4,2022-02-21 20:59:20.937,2022-02-21 20:59:39.496,3,szín,gyűrű,boszorkány,,,,,,,,,
1D051EAA347628CC27D1C3018DE302BB,7,8,2022-02-21 20:59:13.552,2022-02-21 20:59:42.81,2,mese,koncert,,,,,,,,,,
1D051EAA347628CC27D1C3018DE302BB,88,3,2022-02-21 20:59:50.306,2022-02-21 21:00:06.278,3,betegség,árnyék,sötét,,,,,,,,,
99FEFB12F4908D3B2F009B585EF26324,17,5,2022-02-21 20:59:42.625,2022-02-21 21:00:12.075,3,felhő,játék,gyémánt,,,,,,,,,
99FEFB12F4908D3B2F009B585EF26324,47,4,2022-02-21 21:00:20.74,2022-02-21 21:00:40.602,2,kártya,motor,,,,,,,,,,
24EED1CFC44A63C20182ADAF015FD298,67,10,2022-02-21 21:00:17.56,2022-02-21 21:00:49.004,3,mozi,szakasz,követ,,,,,,,,,
24EED1CFC44A63C20182ADAF015FD298,32,6,2022-02-21 21:00:57.301,2022-02-21 21:01:38.678,2,leves,banán,,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,66,4,2022-02-21 21:01:53.404,2022-02-21 21:02:08.195,3,tánc,cipő,repül,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,61,4,2022-02-21 21:02:09.823,2022-02-21 21:02:27.508,2,láng,forrás,,,,,,,,,,
24EED1CFC44A63C20182ADAF015FD298,4,1,2022-02-21 21:01:40.997,2022-02-21 21:02:36.025,3,daru,robot,keret,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,67,11,2022-02-21 21:02:28.352,2022-02-21 21:02:39.424,2,torta,szakasz,,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,45,8,2022-02-21 21:02:40.841,2022-02-21 21:03:19.73,3,lámpa,fekete,sivatag,,,,,,,,,
24EED1CFC44A63C20182ADAF015FD298,90,6,2022-02-21 21:02:39.775,2022-02-21 21:03:25.666,2,ügyvéd,templom,,,,,,,,,,
24EED1CFC44A63C20182ADAF015FD298,83,8,2022-02-21 21:03:27.829,2022-02-21 21:03:48.891,3,színház,taxi,mozi,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,16,11,2022-02-21 21:05:10.484,2022-02-21 21:05:39.046,5,hatalom,csillag,indián,tiszta,láng,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,51,7,2022-02-21 21:06:00.394,2022-02-21 21:06:18.329,4,torta,cipő,barát,banda,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,83,17,2022-02-21 21:06:21.261,2022-02-21 21:06:31.872,2,színház,mozi,,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,94,0,2022-02-21 21:07:39.247,2022-02-21 21:07:55.486,3,központ,torony,repül,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,43,12,2022-02-21 21:08:00.68,2022-02-21 21:08:24.383,3,hotel,tető,óriás,,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,90,12,2022-02-21 21:08:44.505,2022-02-21 21:09:12.131,4,birka,nyúl,sötét,rózsa,,,,,,,,
2D9EC3E4B5D314FCCD69501295083AE0,99,0,2022-02-21 21:09:16.199,2022-02-21 21:10:16.098,4,macska,indián,atom,lovag,,,,,,,,
83E92FB2A75CB1DAD12D1485F97BEB47,18,10,2022-02-21 21:15:52.834,2022-02-21 21:16:07.615,2,sötét,csizma,,,,,,,,,,
83E92FB2A75CB1DAD12D1485F97BEB47,13,9,2022-02-21 21:16:10.679,2022-02-21 21:16:35.05,2,nyom,felhő,,,,,,,,,,
83E92FB2A75CB1DAD12D1485F97BEB47,33,14,2022-02-21 21:16:37.512,2022-02-21 21:17:00.921,3,szakít,méreg,görög,,,,,,,,,
F80493B776CB76E9C6151AD36FE8393D,59,4,2022-02-21 21:21:37.415,2022-02-21 21:21:55.175,2,álom,éjszaka,,,,,,,,,,
F80493B776CB76E9C6151AD36FE8393D,80,12,2022-02-21 21:22:01.013,2022-02-21 21:22:14.878,2,arany,mese,,,,,,,,,,
F80493B776CB76E9C6151AD36FE8393D,24,1,2022-02-21 21:22:17.635,2022-02-21 21:22:38.891,3,autó,kártya,vonal,,,,,,,,,
F80493B776CB76E9C6151AD36FE8393D,11,6,2022-02-21 21:22:41.6,2022-02-21 21:23:13.39,3,macska,majom,távolság,,,,,,,,,
28409DBAF66E3F5E0867BB191050CD1B,97,5,2022-02-21 21:22:57.748,2022-02-21 21:23:14.861,3,arany,anyag,szén,,,,,,,,,
28409DBAF66E3F5E0867BB191050CD1B,71,10,2022-02-21 21:23:19.001,2022-02-21 21:23:32.233,2,bálna,hajó,,,,,,,,,,
28409DBAF66E3F5E0867BB191050CD1B,20,1,2022-02-21 21:23:34.933,2022-02-21 21:23:45.5,2,kórház,hotel,,,,,,,,,,
28409DBAF66E3F5E0867BB191050CD1B,5,8,2022-02-21 21:23:49.317,2022-02-21 21:23:58.551,2,banda,színház,,,,,,,,,,
28409DBAF66E3F5E0867BB191050CD1B,62,9,2022-02-21 21:24:00.457,2022-02-21 21:24:27.793,3,üveg,műanyag,daru,,,,,,,,,
28409DBAF66E3F5E0867BB191050CD1B,45,4,2022-02-21 21:24:32.292,2022-02-21 21:24:46.127,3,asztal,kerek,iskola,,,,,,,,,
28409DBAF66E3F5E0867BB191050CD1B,54,9,2022-02-21 21:24:48.573,2022-02-21 21:25:11.701,4,vezet,vonal,egészség,gumi,,,,,,,,
210BFB83460CA2770F417A3EDF883C7C,82,0,2022-02-21 21:24:55.805,2022-02-21 21:25:12.037,2,kocka,szerencse,,,,,,,,,,
210BFB83460CA2770F417A3EDF883C7C,11,8,2022-02-21 21:25:15.967,2022-02-21 21:25:38.374,2,kenyér,fekete,,,,,,,,,,
210BFB83460CA2770F417A3EDF883C7C,50,8,2022-02-21 21:25:41.527,2022-02-21 21:26:22.348,2,boszorkány,tüske,,,,,,,,,,
210BFB83460CA2770F417A3EDF883C7C,49,13,2022-02-21 21:26:24.834,2022-02-21 21:27:00.186,3,erdő,körte,féreg,,,,,,,,,
210BFB83460CA2770F417A3EDF883C7C,86,6,2022-02-21 21:27:04.212,2022-02-21 21:27:16.2,2,pisztoly,rakéta,,,,,,,,,,
A6AD71F004B8169F4D248BBF7714211B,65,1,2022-02-21 21:27:29.496,2022-02-21 21:28:35.949,3,zebra,gerinc,távolság,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,23,0,2022-02-21 21:28:10.709,2022-02-21 21:29:01.133,2,tojás,bolt,,,,,,,,,,
A6AD71F004B8169F4D248BBF7714211B,39,10,2022-02-21 21:28:54.195,2022-02-21 21:29:28.065,3,orvos,tévé,szék,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,12,3,2022-02-21 21:29:09.138,2022-02-21 21:30:07.802,3,hajt,nehéz,tüske,,,,,,,,,
A6AD71F004B8169F4D248BBF7714211B,29,10,2022-02-21 21:29:43.206,2022-02-21 21:30:17.036,3,tető,helikopter,piramis,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,93,12,2022-02-21 21:30:10.341,2022-02-21 21:30:41.106,3,szakít,pénz,ruha,,,,,,,,,
A6AD71F004B8169F4D248BBF7714211B,82,6,2022-02-21 21:30:32.703,2022-02-21 21:30:48.597,2,iskola,központ,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,32,1,2022-02-21 21:30:42.419,2022-02-21 21:31:12.741,2,kutya,leves,,,,,,,,,,
A6AD71F004B8169F4D248BBF7714211B,68,2,2022-02-21 21:30:57.266,2022-02-21 21:31:15.791,3,gerinc,halál,kölyök,,,,,,,,,
A6AD71F004B8169F4D248BBF7714211B,22,5,2022-02-21 21:31:18.303,2022-02-21 21:31:26.455,2,banda,természet,,,,,,,,,,
D4D2A15373BEE47553C20D29088E683B,19,4,2022-02-21 21:31:06.399,2022-02-21 21:31:34.705,3,forma,egészség,betegség,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,10,15,2022-02-21 21:31:17.537,2022-02-21 21:31:34.937,2,tanár,zseni,,,,,,,,,,
A6AD71F004B8169F4D248BBF7714211B,69,0,2022-02-21 21:31:33.297,2022-02-21 21:31:41.106,3,pénz,pálya,bomba,,,,,,,,,
D4D2A15373BEE47553C20D29088E683B,43,4,2022-02-21 21:31:38.062,2022-02-21 21:31:49.677,2,tető,papír,,,,,,,,,,
D4D2A15373BEE47553C20D29088E683B,30,3,2022-02-21 21:31:51.906,2022-02-21 21:32:02.78,3,bálna,csirke,birka,,,,,,,,,
60FE8FB7AEC7D14320BBFE58217ADAF6,38,4,2022-02-21 21:31:25.987,2022-02-21 21:32:13.237,3,betegség,rózsa,háló,,,,,,,,,
D4D2A15373BEE47553C20D29088E683B,55,1,2022-02-21 21:32:05.345,2022-02-21 21:32:32.938,3,medve,egér,iskola,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,58,2,2022-02-21 21:31:37.143,2022-02-21 21:32:58.252,2,rózsa,gyémánt,,,,,,,,,,
60FE8FB7AEC7D14320BBFE58217ADAF6,5,9,2022-02-21 21:32:30.98,2022-02-21 21:33:00.127,3,daru,cirkusz,haza,,,,,,,,,
60FE8FB7AEC7D14320BBFE58217ADAF6,8,12,2022-02-21 21:33:03.91,2022-02-21 21:33:19.365,3,indián,rendőr,cápa,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,85,6,2022-02-21 21:32:59.424,2022-02-21 21:33:30.713,2,vitamin,egészség,,,,,,,,,,
60FE8FB7AEC7D14320BBFE58217ADAF6,81,9,2022-02-21 21:33:22.448,2022-02-21 21:33:36.177,3,csokoládé,gyémánt,lélek,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,31,1,2022-02-21 21:33:32.296,2022-02-21 21:33:46.921,2,tanár,tudós,,,,,,,,,,
60FE8FB7AEC7D14320BBFE58217ADAF6,66,9,2022-02-21 21:34:09.037,2022-02-21 21:34:24.586,2,kocka,cipő,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,7,14,2022-02-21 21:34:02.618,2022-02-21 21:34:39.047,2,koncert,szerencse,,,,,,,,,,
60FE8FB7AEC7D14320BBFE58217ADAF6,17,0,2022-02-21 21:34:34.316,2022-02-21 21:35:02.355,4,katona,követ,térkép,banda,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,71,2,2022-02-21 21:34:40.617,2022-02-21 21:35:24.98,3,bálna,hajó,sivatag,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,95,10,2022-02-21 21:35:26.29,2022-02-21 21:36:00.919,3,király,királynő,volt,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,40,0,2022-02-21 21:36:02.391,2022-02-21 21:36:55.55,2,macska,gerinc,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,96,4,2022-02-21 21:36:56.942,2022-02-21 21:37:50.958,2,rakéta,hajt,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,25,14,2022-02-21 21:37:54.081,2022-02-21 21:39:13.579,3,körte,csatorna,tüdő,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,80,9,2022-02-21 21:39:14.746,2022-02-21 21:39:34.163,2,arany,pénz,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,54,3,2022-02-21 21:39:35.797,2022-02-21 21:40:04.815,4,vezet,kulcs,teherautó,gumi,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,21,3,2022-02-21 21:40:07.642,2022-02-21 21:40:31.787,2,mozi,követ,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,39,7,2022-02-21 21:40:33.064,2022-02-21 21:41:03.871,3,orvos,tanár,tévé,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,79,0,2022-02-21 21:41:05.432,2022-02-21 21:42:17.965,2,anyag,lélek,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,9,9,2022-02-21 21:42:18.577,2022-02-21 21:43:02.835,3,álom,édes,meleg,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,51,8,2022-02-21 21:43:04.429,2022-02-21 21:43:51.291,2,torta,leves,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,70,4,2022-02-21 21:43:55.658,2022-02-21 21:44:51.443,3,tábla,medve,vonal,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,49,5,2022-02-21 21:44:54.289,2022-02-21 21:45:34.48,3,körte,kerek,erdő,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,64,8,2022-02-21 21:45:35.821,2022-02-21 21:46:09.84,2,ruha,zöld,,,,,,,,,,
B8371D0BE46478D61E6C5F213BE10D90,85,1,2022-02-21 21:46:17.469,2022-02-21 21:47:19.499,3,csiga,erdő,mese,,,,,,,,,
B8371D0BE46478D61E6C5F213BE10D90,0,0,2022-02-21 21:47:22.042,2022-02-21 21:47:39.194,2,álom,felhő,,,,,,,,,,
B8371D0BE46478D61E6C5F213BE10D90,51,1,2022-02-21 21:47:41.656,2022-02-21 21:47:54.737,2,gyémánt,hatalom,,,,,,,,,,
B8371D0BE46478D61E6C5F213BE10D90,92,12,2022-02-21 21:47:57.74,2022-02-21 21:48:14.232,3,szoknya,láng,lovag,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,28,11,2022-02-21 21:46:13.859,2022-02-21 21:48:24.744,3,anya,háború,tiszta,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,2,0,2022-02-21 21:48:26.196,2022-02-21 21:48:41.155,2,gyökér,indián,,,,,,,,,,
B8371D0BE46478D61E6C5F213BE10D90,84,1,2022-02-21 21:48:17.095,2022-02-21 21:48:42.68,3,király,szellem,puska,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,90,2,2022-02-21 21:48:44.327,2022-02-21 21:48:55.75,2,nyúl,egér,,,,,,,,,,
B8371D0BE46478D61E6C5F213BE10D90,48,5,2022-02-21 21:48:43.663,2022-02-21 21:49:01.977,3,hatalom,pénz,tévé,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,42,6,2022-02-21 21:48:57.028,2022-02-21 21:49:38.135,3,szakít,szikra,jogász,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,46,10,2022-02-21 21:49:44.216,2022-02-21 21:50:11.039,3,király,királynő,pénz,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,35,10,2022-02-21 21:50:12.351,2022-02-21 21:50:35.485,3,virág,fekete,toll,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,67,6,2022-02-21 21:50:37.144,2022-02-21 21:51:01.922,3,benzin,kulcs,pilóta,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,83,17,2022-02-21 21:51:10.845,2022-02-21 21:51:31.902,2,taxi,színház,,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,94,6,2022-02-21 21:51:38.207,2022-02-21 21:53:55.607,3,képernyő,központ,pont,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,99,4,2022-02-21 21:54:03.228,2022-02-21 21:55:50.055,3,lovag,gyűrű,háború,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,55,1,2022-02-21 21:55:51.429,2022-02-21 21:56:29.261,3,fűszer,asztal,csokoládé,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,77,1,2022-02-21 21:56:30.532,2022-02-21 21:57:01.568,3,hotel,tető,virág,,,,,,,,,
4C730E5140418AAFF91F3359272AD5F5,37,2,2022-02-21 21:57:03.076,2022-02-21 21:58:02.265,3,csizma,motor,lámpa,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,57,6,2022-02-21 22:58:49.858,2022-02-21 22:58:59.621,2,királynő,magyar,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,20,11,2022-02-21 22:59:01.347,2022-02-21 22:59:10.109,2,körte,szakács,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,85,2,2022-02-21 22:59:11.513,2022-02-21 22:59:30.324,3,csiga,csirke,egér,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,87,2,2022-02-21 22:59:32.226,2022-02-21 23:00:02.507,3,édes,görög,medve,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,71,7,2022-02-21 23:00:05.214,2022-02-21 23:00:27.365,3,féreg,birka,nyúl,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,86,9,2022-02-21 23:00:31.372,2022-02-21 23:00:42.085,2,pisztoly,kard,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,68,15,2022-02-21 23:00:43.736,2022-02-21 23:00:58.455,2,narancs,kenyér,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,14,4,2022-02-21 23:01:00.03,2022-02-21 23:01:23.382,2,templom,szakasz,,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,70,9,2022-02-21 22:00:54.869,2022-02-21 22:01:50.867,2,pilóta,olaj,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,31,4,2022-02-21 23:01:24.606,2022-02-21 23:02:07.98,3,tanár,tudós,alak,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,69,6,2022-02-21 22:01:56.663,2022-02-21 22:02:36.309,3,bomba,háború,volt,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,11,8,2022-02-21 23:02:09.803,2022-02-21 23:02:43.465,2,kenyér,majom,,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,56,5,2022-02-21 22:02:44.245,2022-02-21 22:02:59.899,2,indián,természet,,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,74,4,2022-02-21 22:03:02.426,2022-02-21 22:03:31.748,3,erdő,béka,gazda,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,7,15,2022-02-21 22:03:33.716,2022-02-21 22:03:53.131,3,cirkusz,koncert,kaszinó,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,39,7,2022-02-21 23:02:45.655,2022-02-21 23:04:07.512,3,orvos,tanár,vonal,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,67,9,2022-02-21 23:04:08.884,2022-02-21 23:04:17.131,2,rakéta,helikopter,,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,71,5,2022-02-21 22:03:56.208,2022-02-21 22:04:18.947,3,hajó,bálna,telefon,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,61,17,2022-02-21 23:04:18.257,2022-02-21 23:04:32.955,3,toll,álom,hotel,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,64,11,2022-02-21 22:04:21.358,2022-02-21 22:04:32.554,2,szarv,bika,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,78,9,2022-02-21 23:04:34.279,2022-02-21 23:04:43.217,2,ügyvéd,csempész,,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,58,2,2022-02-21 22:04:34.325,2022-02-21 22:04:56.783,2,gyémánt,rózsa,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,5,8,2022-02-21 23:04:44.681,2022-02-21 23:05:03.859,2,banda,színház,,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,51,8,2022-02-21 22:05:00.879,2022-02-21 22:05:17.865,2,gyémánt,cipő,,,,,,,,,,
16A1A147C89189D631EC0E8804A21980,1,4,2022-02-21 23:05:05.112,2022-02-21 23:05:32.981,3,villa,kormány,szív,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,3,7,2022-02-21 22:05:19.546,2022-02-21 22:05:32.047,3,indián,lovag,fűszer,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,67,10,2022-02-21 22:05:34.693,2022-02-21 22:06:02.51,3,mozi,szakasz,játék,,,,,,,,,
B6D10EA2BD11FE19DB8FE4A4794710FC,52,9,2022-02-21 22:06:04.381,2022-02-21 22:06:21.781,3,tánc,palack,csap,,,,,,,,,
12DEDEA1BDB917BF6D1B32F20442C625,88,4,2022-02-21 22:59:47.145,2022-02-21 23:00:11.957,3,láng,sötét,árnyék,,,,,,,,,
12DEDEA1BDB917BF6D1B32F20442C625,98,3,2022-02-21 23:00:19.276,2022-02-21 23:00:40.358,3,autó,benzin,hajó,,,,,,,,,
12DEDEA1BDB917BF6D1B32F20442C625,71,9,2022-02-21 23:00:42.834,2022-02-21 23:01:23.251,3,angyal,hajó,ordít,,,,,,,,,
