tabla_id;robot_id;szo;szam;1;2;3;4;5;6;7;8
65;4;keserű;2;édes;csokoládé;;;;;;
66;4;karátos;2;gyémánt;autó;;;;;;
67;4;ásványi;2;anyag;vitamin;;;;;;
68;4;csokoládés;2;torta;csokoládé;;;;;;
69;4;gerenda;2;oszlop;tégla;;;;;;
70;4;kagyló;2;gyöngy;csiga;;;;;;
71;4;szovjet;2;műhold;katona;;;;;;
72;4;tiszti;2;kereszt;kaszinó;;;;;;
73;4;apró;2;gyöngy;lyuk;;;;;;
74;4;kókuszos;2;kocka;csirke;;;;;;
75;4;illatos;2;olaj;virág;;;;;;
76;4;vető;2;hullám;szikra;;;;;;
77;4;start;2;műhold;pisztoly;;;;;;
78;4;szennyez;2;méreg;tudós;;;;;;
79;4;teljesítőképesség;2;határ;tüdő;;;;;;
80;4;mezei;2;virág;nyúl;;;;;;
81;4;tizenhatos;2;labda;alak;;;;;;
82;4;viharos;2;éjszaka;szél;;;;;;
83;4;teleszkópos;2;villa;daru;;;;;;
84;4;lelő;2;rendőr;puska;;;;;;
85;4;iratkozik;2;csatorna;mező;;;;;;
86;4;tinta;2;fekete;toll;;;;;;
87;4;kóbor;2;kutya;macska;;;;;;
88;4;vérvörös;2;gyémánt;szoknya;;;;;;
89;4;ránt;2;kard;sajt;;;;;;
90;4;kinyílik;2;rózsa;ajtó;;;;;;
91;4;koronás;2;oroszlán;arany;;;;;;
92;4;érdemrend;2;arany;kereszt;;;;;;
93;4;alkalmi;2;ruha;tolvaj;;;;;;
94;4;éget;2;lyuk;láng;;;;;;
95;4;papucs;2;csizma;cipő;;;;;;
96;4;visel;2;szoknya;ruha;;;;;;
97;4;bevételi;2;forrás;határ;;;;;;
98;4;autodidakta;2;zseni;gitár;;;;;;
99;4;fogan;2;baba;szellem;;;;;;
0;5;kapocs;3;vonal;csatorna;puska;;;;;
1;5;utasítás;3;orvos;csiga;szék;;;;;
2;5;jeladó;3;fedél;fekete;cápa;;;;;
3;5;tonnás;3;harang;teherautó;rakéta;;;;;
4;5;tűzhely;3;motor;kocka;csöpp;;;;;
5;5;társelnök;3;levegő;jogász;bánya;;;;;
6;5;sarok;3;háló;csavar;kesztyű;;;;;
7;5;keringési;3;műhold;betegség;szív;;;;;
8;5;íves;3;oszlop;torony;egyenes;;;;;
9;5;üzemmód;3;oroszlán;telefon;benzin;;;;;
10;5;meggyógyít;3;orvos;meleg;sárkány;;;;;
11;5;keverék;3;kutya;benzin;homok;;;;;
12;5;tenyésztő;3;bika;gazda;macska;;;;;
13;5;picike;3;koporsó;szikra;daru;;;;;
14;5;ihlette;3;figura;tánc;kaszinó;;;;;
15;5;éltető;3;levegő;kenyér;szikra;;;;;
16;5;gyakorló;3;iskola;helikopter;ügyvéd;;;;;
17;5;formájú;3;robot;rózsa;gyémánt;;;;;
18;5;meleg;3;csizma;levegő;hideg;;;;;
19;5;vészel;3;denevér;könnyű;hideg;;;;;
20;5;bomlik;3;műanyag;tüdő;csillag;;;;;
21;5;területű;3;erdő;négyzet;park;;;;;
22;5;jubileum;3;ruha;jegy;kerek;;;;;
23;5;esztendős;3;pilóta;királynő;hercegnő;;;;;
24;5;morog;3;boszorkány;ordít;kölyök;;;;;
25;5;story;3;tévé;boszorkány;nyit;;;;;
26;5;formájú;3;kocka;csavar;harang;;;;;
27;5;dohányzó;3;csempész;hotel;szék;;;;;
28;5;pereg;3;gyöngy;mozi;homok;;;;;
29;5;nyűgös;3;denevér;csokoládé;ordít;;;;;
30;5;babonás;3;pilóta;mese;szellem;;;;;
31;5;gratulál;3;tanár;sötét;körte;;;;;
32;5;felgyújt;3;templom;láng;kalóz;;;;;
33;5;elvág;3;csirke;kard;gyökér;;;;;
34;5;ünnepelt;3;torta;asztal;zseni;;;;;
35;5;zsíros;3;édes;sötét;csillag;;;;;
36;5;elhárítás;3;ügynök;egészség;távolság;;;;;
37;5;fals;3;vonal;harang;szív;;;;;
38;5;gerinces;3;csiga;béka;tüdő;;;;;
39;5;osztrák;3;rendőr;háború;hercegnő;;;;;
40;5;virágos;3;udvar;mező;tavasz;;;;;
41;5;körözött;3;motor;helikopter;sajt;;;;;
42;5;bébi;3;figura;bomba;kölyök;;;;;
43;5;evangélikus;3;iskola;harang;templom;;;;;
44;5;meghalad;3;stadion;szám;autó;;;;;
45;5;forgalmas;3;vonal;szakasz;éjszaka;;;;;
46;5;parányi;3;lyuk;féreg;szikra;;;;;
47;5;aktivál;3;lámpa;bomba;kártya;;;;;
48;5;versenyez;3;pálya;pilóta;autó;;;;;
49;5;keleti;3;part;görög;fűszer;;;;;
50;5;ártatlan;3;kölyök;halál;autó;;;;;
51;5;szürkés;3;világos;kerek;szín;;;;;
52;5;szériás;3;kártya;daru;gitár;;;;;
53;5;tárca;3;vonal;műhold;bíró;;;;;
54;5;koszorú;3;rózsa;óriás;koporsó;;;;;
55;5;elalszik;3;lámpa;láng;álom;;;;;
56;5;osztályvezető;3;központ;sárkány;kaszinó;;;;;
57;5;sátán;3;kutya;sárkány;ügynök;;;;;
58;5;értékrend;3;tévé;világos;tudós;;;;;
59;5;engedélyezett;3;elem;méreg;körte;;;;;
60;5;hektár;3;park;banán;hold;;;;;
61;5;villog;3;zebra;kard;gomb;;;;;
62;5;pusztul;3;repül;csiga;indián;;;;;
63;5;kétdimenziós;3;négyzet;figura;atom;;;;;
64;5;süni;3;törpe;egér;béka;;;;;
65;5;mákos;3;édes;asztal;csokoládé;;;;;
66;5;eltörik;3;csavar;üveg;gerinc;;;;;
67;5;kémiai;3;elem;anyag;vitamin;;;;;
68;5;levegő;3;meleg;repül;tüdő;;;;;
69;5;lakodalmas;3;asztal;kutya;tánc;;;;;
70;5;vendéglő;3;asztal;szakács;csiga;;;;;
71;5;bevetés;3;műhold;méreg;katona;;;;;
72;5;ügyész;3;jogász;kereszt;kaszinó;;;;;
73;5;holló;3;szakács;gyűrű;cápa;;;;;
74;5;tenyészt;3;gyöngy;csirke;nyúl;;;;;
75;5;présel;3;olaj;alma;hideg;;;;;
76;5;csapódik;3;oszlop;hullám;banda;;;;;
77;5;titulál;3;boszorkány;kritikus;egyenes;;;;;
78;5;bükki;3;sajt;park;szürke;;;;;
79;5;teli;3;száj;ordít;tüdő;;;;;
80;5;bokor;3;oszlop;virág;nyúl;;;;;
81;5;számú;3;labda;alak;ügynök;;;;;
82;5;ábrázoló;3;bika;oroszlán;térkép;;;;;
83;5;vándorló;3;felhő;daru;cápa;;;;;
84;5;magvas;3;puska;kenyér;leves;;;;;
85;5;másol;3;kulcs;mező;kártya;;;;;
86;5;tűzvész;3;templom;háború;bálna;;;;;
87;5;váró;3;kutya;bánya;macska;;;;;
88;5;póló;3;fekete;szoknya;gomb;;;;;
89;5;felbont;3;levél;kréta;sajt;;;;;
90;5;faragott;3;ajtó;templom;figura;;;;;
91;5;karkötő;3;csizma;gyöngy;arany;;;;;
92;5;tiszti;3;csizma;arany;kereszt;;;;;
93;5;csipkés;3;ruha;szél;gerinc;;;;;
94;5;szikra;3;mozi;láng;apró;;;;;
95;5;kopog;3;csizma;ajtó;cipő;;;;;
96;5;párosít;3;telefon;szoknya;körte;;;;;
97;5;tündér;3;törpe;mese;angyal;;;;;
98;5;hercegnő;3;amazon;királynő;sárkány;;;;;
99;5;elektronika;3;motor;kulcs;gitár;;;;;
0;6;gyógynövényes;4;vonal;tányér;csomó;tüdő;;;;
1;6;eltörik;6;orvos;képernyő;csiga;gitár;szék;hideg;;
2;6;díszít;5;levél;fedél;harang;fekete;narancs;;;
3;6;tonnás;5;alma;harang;teherautó;rakéta;bánya;;;
4;6;fullos;4;motor;cipő;hercegnő;csomó;;;;
5;6;hátrahagy;4;stadion;haza;barát;nyom;;;;
6;6;szárít;5;háló;csavar;kesztyű;fűszer;egyenes;;;
7;6;támad;5;betegség;tojás;kutya;kalóz;szél;;;
8;6;íves;5;oszlop;torony;virág;papír;egyenes;;;
9;6;sátán;4;boszorkány;oroszlán;szakít;követ;;;;
10;6;díszített;4;gyémánt;sárkány;zöld;gitár;;;;
11;6;ömlik;5;édes;csatorna;tető;benzin;homok;;;
12;6;széna;5;bika;gazda;fedél;körte;villa;;;
13;6;eleven;5;szén;természet;koporsó;szikra;daru;;;
14;6;szórakozóhely;4;lyuk;nyit;meleg;kaszinó;;;;
15;6;töltött;6;édes;torta;levegő;kenyér;üveg;tégla;;
16;6;púpos;5;helikopter;ügyvéd;sötét;bálna;macska;;;
17;6;ezüst;4;rózsa;gyémánt;sárkány;lovag;;;;
18;6;folyosó;5;csizma;torony;piramis;nővér;hideg;;;
19;6;kegyetlen;4;kard;sötét;hatalom;hideg;;;;
20;6;áramlik;4;hullám;bánya;tüdő;csillag;;;;
21;6;bükki;4;erdő;forrás;park;térkép;;;;
22;6;geometrikus;5;tiszta;láda;ruha;jegy;kerek;;;
23;6;spanyol;5;hajó;pilóta;királynő;hercegnő;kormány;;;
24;6;mama;6;zebra;torta;boszorkány;szoknya;kölyök;ordít;;
25;6;beleesik;5;tévé;hullám;boszorkány;kölyök;leves;;;
26;6;szaros;5;gazda;zseni;narancs;macska;koncert;;;
27;6;körbevesz;5;királynő;gyűrű;hotel;sivatag;szék;;;
28;6;lenyűgöz;4;tanár;cirkusz;kritikus;pilóta;;;;
29;6;lyukas;6;pénz;pohár;csokoládé;alak;cipő;kerek;;
30;6;vándor;4;cirkusz;láda;mese;felhő;;;;
31;6;félelmetes;4;árnyék;sötét;hatalom;szellem;;;;
32;6;szikla;6;lyuk;láda;templom;majom;kard;szél;;
33;6;bilincs;6;vezet;gyűrű;kard;ügyvéd;gyökér;követ;;
34;6;rakott;5;torta;asztal;pisztoly;kard;narancs;;;
35;6;emlékeztető;5;édes;sötét;forma;jegy;csillag;;;
36;6;gépágyú;5;helikopter;nyit;tányér;oszt;távolság;;;
37;6;bezárt;4;vonal;nyit;szív;bánya;;;;
38;6;szalad;5;puska;labda;csiga;tüdő;béka;;;
39;6;szabadít;5;rendőr;hercegnő;daru;banán;lovag;;;
40;6;kertész;4;szakács;udvar;kutya;tavasz;;;;
41;6;bevisz;5;stadion;pisztoly;erdő;bolt;koporsó;;;
42;6;jóízű;5;asztal;figura;kölyök;fűszer;körte;;;
43;6;apáca;6;iskola;harang;templom;szakács;tudós;lovag;;
44;6;gerenda;4;asztal;kereszt;egyenes;homok;;;;
45;6;közlekedik;5;motor;vonal;hajó;szakasz;éjszaka;;;
46;6;erősített;5;lyuk;kesztyű;kard;forrás;szikra;;;
47;6;mulat;4;pohár;villa;király;sivatag;;;;
48;6;thai;6;stadion;tüske;csokoládé;pilóta;fűszer;kormány;;
49;6;zöldes;5;árnyék;ruha;fűszer;kerek;hideg;;;
50;6;csuk;4;éjszaka;kölyök;bolt;bíró;;;;
51;6;átmérő;5;lámpa;lyuk;kerek;távolság;szín;;;
52;6;szimbólum;5;kereszt;hatalom;sárkány;kártya;daru;;;
53;6;bűnös;3;természet;szakít;bíró;;;;;
54;6;pillant;6;rózsa;tető;lélek;óriás;koporsó;homok;;
55;6;csapódik;5;denevér;levegő;láda;láng;sivatag;;;
56;6;texasi;5;kesztyű;ügyvéd;központ;indián;gyökér;;;
57;6;majom;4;mozi;erdő;kutya;sárkány;;;;
58;6;ívelt;4;tévé;tető;kereszt;csiga;;;;
59;6;mell;4;ruha;csomó;kerek;körte;;;;
60;6;szel;5;indián;banán;park;hold;egyenes;;;
61;6;megvesz;4;pénz;gomb;kártya;álom;;;;
62;6;elrejtett;5;műanyag;csokoládé;bomba;hotel;csiga;;;
63;6;dekor;5;kréta;ajtó;négyzet;anyag;atom;;;
64;6;csiga;6;törpe;egér;fedél;béka;daru;csillag;;
65;6;mögötti;6;stadion;háló;cirkusz;asztal;udvar;kaszinó;;
66;6;ajánlatos;6;alma;csavar;üveg;meleg;nadrág;gerinc;;
67;6;eszik;4;szakács;kenyér;majom;vitamin;;;;
68;6;megtölt;5;torta;csokoládé;élet;meleg;tüdő;;;
69;6;állított;6;oszlop;asztal;tégla;rakéta;tánc;ügynök;;
70;6;pultos;5;gyöngy;asztal;szakács;zseni;csiga;;;
71;6;szabadít;5;rendőr;műhold;méreg;katona;sárkány;;;
72;6;keresztez;4;puska;kutya;kereszt;zöld;;;;
73;6;spirális;5;gyöngy;lyuk;gyűrű;forma;cápa;;;
74;6;karika;5;gyöngy;kocka;csirke;kulcs;ügyvéd;;;
75;6;csillog;6;oszlop;alma;virág;tiszta;szürke;hideg;;
76;6;koncepciós;4;hullám;ügyvéd;hatalom;banda;;;;
77;6;púpos;6;kocka;pisztoly;fedél;boszorkány;apró;egyenes;;
78;6;kétéltű;4;méreg;tudós;bálna;szürke;;;;
79;6;vérvörös;6;lámpa;száj;alak;ordít;felhő;kalóz;;
80;6;marok;6;alma;pénz;virág;szoknya;nyúl;cápa;;
81;6;feszített;4;keret;labda;alak;tüdő;;;;
82;6;tüzes;4;bika;éjszaka;oroszlán;szén;;;;
83;6;panoráma;4;üveg;felhő;bíró;villa;;;;
84;6;termetes;4;rendőr;szarv;puska;leves;;;;
85;6;távirányító;4;amazon;motor;csatorna;kulcs;;;;
86;6;kígyó;5;fekete;kutya;alak;bálna;indián;;;
87;6;lévõ;4;oszlop;kutya;bánya;gomb;;;;
88;6;gyöngy;6;gyémánt;fekete;szoknya;fűszer;gomb;béka;;
89;6;karcol;5;pálya;kréta;kereszt;kard;sajt;;;
90;6;mennyezet;5;rózsa;csavar;ajtó;templom;csillag;;;
91;6;kiver;6;csizma;gyöngy;piramis;arany;zseni;koporsó;;
92;6;piros;8;csizma;kocka;pohár;ajtó;arany;kereszt;fűszer;szürke
93;6;feszít;6;ajtó;ruha;kalóz;szél;gerinc;tolvaj;;
94;6;szaggat;4;lyuk;láng;apró;gyökér;;;;
95;6;lenyom;5;tévé;egér;pisztoly;ajtó;föld;;;
96;6;átlátszó;6;pohár;telefon;tető;szoknya;ruha;körte;;
97;6;lázadó;5;törpe;csempész;mese;kalóz;angyal;;;
98;6;tündér;5;amazon;királynő;zseni;sárkány;zöld;;;
99;6;picike;5;baba;motor;édes;asztal;kulcs;;;
0;7;átvisz;2;puska;tányér;;;;;;
1;7;alkalmazó;2;orvos;képernyő;;;;;;
2;7;nacionalista;2;háború;kártya;;;;;;
3;7;újbóli;2;rakéta;bánya;;;;;;
4;7;hallható;2;motor;szám;;;;;;
5;7;nemzeti;2;stadion;opera;;;;;;
6;7;tripla;2;torta;csavar;;;;;;
7;7;viszonoz;2;szív;tojás;;;;;;
8;7;sakk;2;iskola;világos;;;;;;
9;7;sakk;2;játék;mező;;;;;;
10;7;hasznosítható;2;gyémánt;könnyű;;;;;;
11;7;viszonoz;2;törpe;édes;;;;;;
12;7;viszonoz;2;bika;kard;;;;;;
13;7;adagol;2;csempész;szén;;;;;;
14;7;hali;2;pálya;nyit;;;;;;
15;7;megakadályoz;2;levegő;boszorkány;;;;;;
16;7;sakk;2;iskola;sötét;;;;;;
17;7;fordulatos;2;játék;élet;;;;;;
18;7;fűszerez;2;levegő;szakács;;;;;;
19;7;festő;2;tanár;barát;;;;;;
20;7;hall;2;opera;szerencse;;;;;;
21;7;összerak;2;négyzet;banda;;;;;;
22;7;bocsánat;2;anya;kerek;;;;;;
23;7;élettelen;2;tüdő;szikra;;;;;;
24;7;halad;2;zebra;határ;;;;;;
25;7;hali;2;robot;boszorkány;;;;;;
26;7;átvisz;2;csavar;macska;;;;;;
27;7;megakadályoz;2;betegség;gyűrű;;;;;;
28;7;fordulatos;2;mozi;kritikus;;;;;;
29;7;hall;2;denevér;ordít;;;;;;
30;7;halad;2;szellem;gerinc;;;;;;
31;7;nacionalista;2;hatalom;szellem;;;;;;
32;7;átvisz;2;láda;templom;;;;;;
33;7;nacionalista;2;vezet;gyökér;;;;;;
34;7;viszonoz;2;pisztoly;kard;;;;;;
35;7;fűszerez;2;édes;jegy;;;;;;
36;7;halad;2;csomó;távolság;;;;;;
37;7;hali;2;egér;másol;;;;;;
38;7;átvisz;2;csiga;béka;;;;;;
39;7;ezer;2;rendőr;daru;;;;;;
40;7;hali;2;nyit;tavasz;;;;;;
41;7;nemzeti;2;stadion;koporsó;;;;;;
42;7;pocakos;2;figura;kölyök;;;;;;
43;7;festő;2;szakács;tudós;;;;;;
44;7;bonyolít;2;stadion;vonal;;;;;;
45;7;hall;2;éjszaka;anya;;;;;;
46;7;viszonoz;2;kesztyű;kard;;;;;;
47;7;sakk;2;kártya;király;;;;;;
48;7;bonyolít;2;stadion;pálya;;;;;;
49;7;halad;2;árnyék;part;;;;;;
50;7;átvisz;2;halál;autó;;;;;;
51;7;tömegű;2;lyuk;szén;;;;;;
52;7;viszonoz;2;sárkány;daru;;;;;;
53;7;nacionalista;2;szakít;kormány;;;;;;
54;7;halk;2;motor;koporsó;;;;;;
55;7;megakadályoz;2;levegő;láng;;;;;;
56;7;nemzeti;2;központ;kaszinó;;;;;;
57;7;halad;2;szakasz;erdő;;;;;;
58;7;halad;2;kereszt;nyom;;;;;;
59;7;táncol;2;ruha;repül;;;;;;
60;7;fordulatos;2;csavar;kemény;;;;;;
61;7;érvényesít;2;gomb;kártya;;;;;;
62;7;tűzálló;2;műanyag;csokoládé;;;;;;
63;7;átvisz;2;kréta;kórház;;;;;;
64;7;halad;2;tábla;nyom;;;;;;
65;7;nemzeti;2;cirkusz;kaszinó;;;;;;
66;7;hali;2;nadrág;gerinc;;;;;;
67;7;élettelen;2;elem;anyag;;;;;;
68;7;élettelen;2;élet;tüdő;;;;;;
69;7;halad;2;oszlop;sivatag;;;;;;
70;7;megakadályoz;2;olaj;háború;;;;;;
71;7;ezer;2;rendőr;katona;;;;;;
72;7;átvisz;2;puska;távolság;;;;;;
73;7;pici;2;lyuk;gyöngy;;;;;;
74;7;pocakos;2;ügyvéd;nyúl;;;;;;
75;7;tűzálló;2;olaj;alma;;;;;;
76;7;pocakos;2;szikra;lovag;;;;;;
77;7;összerak;2;kocka;apró;;;;;;
78;7;tűzálló;2;sajt;szürke;;;;;;
79;7;kidolgozott;2;alak;kalóz;;;;;;
80;7;nacionalista;2;szellem;kormány;;;;;;
81;7;kidolgozott;2;keret;alak;;;;;;
82;7;tűzálló;2;alma;szén;;;;;;
83;7;tripla;2;üveg;bíró;;;;;;
84;7;fordulatos;2;mese;villa;;;;;;
85;7;fordulatos;2;élet;villa;;;;;;
86;7;hosszú;2;fekete;toll;;;;;;
87;7;halad;2;oszlop;vonal;;;;;;
88;7;áradás;2;csap;béka;;;;;;
89;7;összerak;2;elem;kormány;;;;;;
90;7;átvisz;2;csavar;autó;;;;;;
91;7;hali;2;gyöngy;másol;;;;;;
92;7;népszabadság;2;csizma;forrás;;;;;;
93;7;hall;2;ajtó;tolvaj;;;;;;
94;7;gennyes;2;orvos;apró;;;;;;
95;7;átvisz;2;tévé;távolság;;;;;;
96;7;gomb;2;telefon;tető;;;;;;
97;7;átvisz;2;törpe;határ;;;;;;
98;7;viszonoz;2;királynő;sárkány;;;;;;
99;7;pocakos;2;baba;édes;;;;;;
0;8;borsos;3;puska;hercegnő;tányér;;;;;
1;8;rajzfilm;3;szakít;képernyő;nyúl;;;;;
2;8;borsos;3;fekete;benzin;narancs;;;;;
3;8;hajó;3;harang;templom;rakéta;;;;;
4;8;érzet;3;könnyű;cipő;csöpp;;;;;
5;8;csatatér;3;haza;csap;bánya;;;;;
6;8;hagyományos;3;torta;bomba;fűszer;;;;;
7;8;utolér;3;kutya;kalóz;szél;;;;;
8;8;épült;3;torony;iskola;oszlop;;;;;
9;8;maszkos;3;játék;benzin;idegen;;;;;
10;8;tartható;3;könnyű;szem;meleg;;;;;
11;8;maradék;3;tető;oszt;benzin;;;;;
12;8;csíkos;3;bika;körte;macska;;;;;
13;8;lendít;3;pálya;csempész;atom;;;;;
14;8;sakk;3;puska;figura;sárkány;;;;;
15;8;megjön;3;édes;csomó;szikra;;;;;
16;8;fáradhatatlan;3;labda;helikopter;ügynök;;;;;
17;8;fűszerez;3;rózsa;játék;sárkány;;;;;
18;8;sajt;3;szakács;kemény;hideg;;;;;
19;8;eltitkol;3;barát;sötét;hatalom;;;;;
20;8;mozgás;3;hullám;tüdő;csillag;;;;;
21;8;épült;3;görög;csöpp;park;;;;;
22;8;makacs;3;orvos;anya;ruha;;;;;
23;8;hajózó;3;hajó;pilóta;álom;;;;;
24;8;körbevesz;3;boszorkány;ordít;szoknya;;;;;
25;8;fáradhatatlan;3;robot;tanár;hullám;;;;;
26;8;adagol;3;kocka;csavar;narancs;;;;;
27;8;félelmetes;3;betegség;királynő;sivatag;;;;;
28;8;szomorúság;3;gyöngy;betegség;tüdő;;;;;
29;8;összerak;3;pénz;papír;kerek;;;;;
30;8;utolér;3;pilóta;láda;benzin;;;;;
31;8;másol;3;kulcs;mező;atom;;;;;
32;8;halk;3;láng;repül;szél;;;;;
33;8;pocakos;3;ügyvéd;tánc;kalóz;;;;;
34;8;fűszerez;3;torta;csokoládé;narancs;;;;;
35;8;pici;3;édes;sötét;csillag;;;;;
36;8;tömegű;3;helikopter;tányér;távolság;;;;;
37;8;elemes;3;egér;harang;meleg;;;;;
38;8;mozgás;3;labda;csiga;tüdő;;;;;
39;8;adagol;3;pohár;kemény;banán;;;;;
40;8;bejut;3;udvar;kulcs;egyenes;;;;;
41;8;hagyományos;3;motor;bolt;sajt;;;;;
42;8;pici;3;kölyök;fűszer;körte;;;;;
43;8;udvari;3;szakács;tudós;lovag;;;;;
44;8;ezer;3;stadion;szám;autó;;;;;
45;8;makacs;3;szarv;anya;lélek;;;;;
46;8;élettelen;3;féreg;kard;szikra;;;;;
47;8;hajó;3;bomba;szakács;sivatag;;;;;
48;8;stabil;3;pálya;bika;cipő;;;;;
49;8;magasztal;3;kritikus;kerek;szemét;;;;;
50;8;borsos;3;fűszer;bolt;bíró;;;;;
51;8;vasútállomás;3;part;szén;távolság;;;;;
52;8;sakk;3;narancs;sárkány;kártya;;;;;
53;8;rockos;3;vonal;torta;koncert;;;;;
54;8;tömegű;3;motor;óriás;homok;;;;;
55;8;feltűnés;3;láda;ügyvéd;ügynök;;;;;
56;8;ordas;3;sötét;ügyvéd;sárkány;;;;;
57;8;félelmetes;3;erdő;kutya;sárkány;;;;;
58;8;árok;3;tető;nyom;csiga;;;;;
59;8;makacs;3;ruha;csomó;nehéz;;;;;
60;8;makacs;3;csavar;hercegnő;kemény;;;;;
61;8;szabadidő;3;pénz;barát;kártya;;;;;
62;8;tömegű;3;műanyag;csokoládé;bomba;;;;;
63;8;jelzésű;3;négyzet;kórház;atom;;;;;
64;8;gomb;3;egér;fedél;nyom;;;;;
65;8;sajt;3;édes;asztal;csokoládé;;;;;
66;8;összerak;3;csavar;autó;nehéz;;;;;
67;8;fűszerez;3;elem;szakács;kenyér;;;;;
68;8;hamu;3;kréta;virág;tüdő;;;;;
69;8;parancsoló;3;oszlop;kutya;tégla;;;;;
70;8;korona;3;gyöngy;szarv;hatalom;;;;;
71;8;megakadályoz;3;rendőr;levegő;méreg;;;;;
72;8;halad;3;hullám;kereszt;távolság;;;;;
73;8;elkészít;3;gyöngy;szakács;gyűrű;;;;;
74;8;pici;3;gyöngy;kocka;szív;;;;;
75;8;adagol;3;olaj;alma;hideg;;;;;
76;8;kifolyó;3;hullám;meleg;szikra;;;;;
77;8;mozgás;3;műhold;apró;egyenes;;;;;
78;8;fűszerez;3;méreg;sajt;koncert;;;;;
79;8;gennyes;3;száj;alak;tüdő;;;;;
80;8;mártír;3;oszlop;szellem;angyal;;;;;
81;8;fáradhatatlan;3;tanár;labda;taxi;;;;;
82;8;sivatagi;3;éjszaka;oroszlán;szél;;;;;
83;8;fáradhatatlan;3;másol;felhő;szellem;;;;;
84;8;felolvasó;3;tanár;másol;mese;;;;;
85;8;parancsoló;3;amazon;tégla;villa;;;;;
86;8;ordas;3;fekete;kutya;bánya;;;;;
87;8;jelzésű;3;oszlop;vonal;gomb;;;;;
88;8;fehérítő;3;gyémánt;fekete;anyag;;;;;
89;8;halad;3;pálya;erdő;kereszt;;;;;
90;8;táncol;3;rózsa;figura;csillag;;;;;
91;8;közmondás;3;csizma;arany;nyúl;;;;;
92;8;zsák;3;csizma;arany;fűszer;;;;;
93;8;pocakos;3;ajtó;ruha;kalóz;;;;;
94;8;berendezett;3;mozi;tiszta;világos;;;;;
95;8;optikai;3;tévé;egér;távolság;;;;;
96;8;kiszabadít;3;háló;medve;szoknya;;;;;
97;8;táncol;3;törpe;határ;angyal;;;;;
98;8;sakk;3;királynő;zseni;sárkány;;;;;
99;8;harmónia;3;édes;szellem;gitár;;;;;
0;9;üreges;5;tüdő;csomó;puska;tányér;csatorna;;;
1;9;eltörik;6;képernyő;gitár;szék;hideg;csiga;orvos;;
2;9;díszít;5;fedél;narancs;harang;fekete;levél;;;
3;9;tonnás;5;teherautó;harang;rakéta;bánya;alma;;;
4;9;báty;4;halál;hercegnő;csöpp;levél;;;;
5;9;lakodalom;3;csap;barát;opera;;;;;
6;9;szárít;5;fűszer;egyenes;kesztyű;csavar;háló;;;
7;9;vert;4;gyökér;tojás;kutya;szív;;;;
8;9;íves;5;egyenes;oszlop;torony;papír;virág;;;
9;9;sátán;4;boszorkány;oroszlán;követ;szakít;;;;
10;9;díszített;4;gyémánt;sárkány;zöld;gitár;;;;
11;9;ömlik;5;tető;benzin;csatorna;homok;édes;;;
12;9;marok;5;ügynök;kard;nyom;bika;gazda;;;
13;9;eleven;5;szén;koporsó;daru;természet;szikra;;;
14;9;keringő;4;tánc;pálya;lyuk;nyit;;;;
15;9;felfújt;5;torta;levegő;kenyér;édes;üveg;;;
16;9;púpos;5;bálna;ügyvéd;sötét;helikopter;macska;;;
17;9;arany;4;gyémánt;rózsa;sárkány;lovag;;;;
18;9;taposó;5;csizma;piramis;torony;kemény;hideg;;;
19;9;metsző;4;hideg;toll;kard;sötét;;;;
20;9;áramlik;4;tüdő;hullám;csillag;bánya;;;;
21;9;bükki;4;park;erdő;forrás;térkép;;;;
22;9;koponya;3;gerinc;lyuk;kerek;;;;;
23;9;kigyullad;5;szikra;hajó;pilóta;körte;csillag;;;
24;9;oroszlán;4;zebra;boszorkány;ordít;kölyök;;;;
25;9;ördög;4;boszorkány;kereszt;robot;kölyök;;;;
26;9;feltaláló;3;zseni;kocka;bíró;;;;;
27;9;rettegett;3;betegség;sivatag;királynő;;;;;
28;9;műfordító;2;kritikus;tanár;;;;;;
29;9;lyukas;6;cipő;csokoládé;pénz;kerek;alak;pohár;;
30;9;vándor;4;felhő;cirkusz;mese;láda;;;;
31;9;bolyong;4;sötét;mező;szellem;árnyék;;;;
32;9;banán;5;majom;kenyér;kalóz;láda;lyuk;;;
33;9;ereszt;4;gyökér;csirke;gyűrű;kard;;;;
34;9;torok;4;tüdő;kard;pisztoly;narancs;;;;
35;9;nyomtat;3;papír;jegy;forma;;;;;
36;9;gépágyú;5;helikopter;tányér;távolság;nyit;oszt;;;
37;9;bezárt;4;bánya;vonal;nyit;szív;;;;
38;9;állított;6;piramis;hajó;csiga;puska;opera;labda;;
39;9;kitüntet;4;lovag;rendőr;háború;hercegnő;;;;
40;9;kertész;4;szakács;kutya;udvar;tavasz;;;;
41;9;terít;5;pisztoly;koporsó;sajt;oroszlán;bolt;;;
42;9;zamatos;3;körte;fűszer;asztal;;;;;
43;9;apáca;6;lovag;templom;harang;tudós;szakács;iskola;;
44;9;közlekedő;3;vonal;autó;stadion;;;;;
45;9;rideg;6;hideg;anya;szarv;lélek;hold;éjszaka;;
46;9;heverő;5;szemét;kesztyű;kard;lyuk;féreg;;;
47;9;marokkói;3;sivatag;király;szakács;;;;;
48;9;thai;6;pilóta;fűszer;tüske;stadion;kormány;csokoládé;;
49;9;keleti;3;part;fűszer;görög;;;;;
50;9;repülő;3;pilóta;autó;éjszaka;;;;;
